
FVFX8,AAPB0,"Miramar 17",2.1,1.13.6,A17,TPM,A00-A03,DSC,I7-6820HQ,"\",2017/8/19
9XH24,AAPB0,"Miramar 17",2.1,1.13.6,A17,DTP,A00-A02,DSC,I7-6820HQ,"\",2017/8/19
PWFTK,AAPB0,"Miramar 17",2.1,1.13.6,A17,TPM,A00-A03,DSC,I5-6300HQ,"\",2017/8/19
V9RF2,AAPB0,"Miramar 17",2.1,1.13.6,A17,DTP,A00-A02,DSC,I5-6300HQ,"\",2017/8/19
5RY82,AAPB0,"Miramar 17",2.1,1.13.6,A17,TPM,A00-A03,DSC,I7-6920HQ,"\",2017/8/19
W7PW2,AAPB0,"Miramar 17",2.1,1.13.6,A17,DTP,A00-A02,DSC,I7-6920HQ,"\",2017/8/19
NR6XM,AAPB0,"Miramar 17",2.1,1.13.6,A17,TPM,A00-A03,DSC,E3-1505MV5,"\",2017/8/19
086T1,AAPB0,"Miramar 17",2.1,1.13.6,A17,DTP,A00-A02,DSC,E3-1505MV5,"\",2017/8/19
MW3Y4,AAPB0,"Miramar 17",2.1,1.13.6,A17,TPM,A00-A03,DSC,E3-1535MV5,"\",2017/8/19
2PFKW,AAPB0,"Miramar 17",2.1,1.13.6,A17,DTP,A00,DSC,E3-1535MV5,"\",2017/8/19
172X2,AAPB0,"Miramar 17",2.1,1.13.6,A17,DTP,A00-A02,DSC,E31575,"\",2017/8/19
2Y51T,AAPB0,"Miramar 17",2.1,1.13.6,A17,TPM,A00-A02,DSC,E3-1545MV5,"\",2017/8/19
T6H7V,AAPB0,"Miramar 17",2,1.13.6,A17,DTP,A00-A02,DSC,E3-1545,"\",2017/8/19
76R9T,ADM60,"Park City 12",2.1,1.17.3,A16,TPM,A05,UMA,I3-6100U,"\",2017/12/4
6FYD8,ADM60,"Park City 12",2.1,1.17.3,A16,DTP,A04,UMA,I3-6100U,"\",2017/12/4
DV5YH,ADM60,"Park City 12",2.1,1.17.3,A16,TPM,A05,UMA,I5-6300U,"\",2017/12/4
9FGFD,ADM60,"Park City 12",2.1,1.17.3,A16,DTP,A04,UMA,I5-6300U,"\",2017/12/4
YM98P,ADM60,"Park City 12",2.1,1.17.3,A16,TPM,A05,UMA,I5-6200U,"\",2017/12/4
21YM5,ADM60,"Park City 12",2.1,1.17.3,A16,DTP,A04,UMA,I5-6200U,"\",2017/12/4
T78NH,ADM60,"Park City 12",2.1,1.17.3,A16,TPM,A05,UMA,I7-6600U,"\",2017/12/4
HY1GV,ADM60,"Park City 12",2.1,1.17.3,A16,DTP,A04,UMA,I7-6600U,"\",2017/12/4
0VJ1G,ADM70,"Park City 14",2.1,1.17.3,A16,TPM,A05,UMA,I3-6100U,"\",2017/12/4
FCY9K,ADM70,"Park City 14",2.1,1.17.3,A16,DTP,A04,UMA,I3-6100U,"\",2017/12/4
C0NC4,ADM70,"Park City 14",2.1,1.17.3,A16,TPM,A05,UMA,I5-6200U,"\",2017/12/4
MF60T,ADM70,"Park City 14",2.1,1.17.3,A16,DTP,A04,UMA,I5-6200U,"\",2017/12/4
HCP0K,ADM70,"Park City 14",2.1,1.17.3,A16,TPM,A05,UMA,I5-6300U,"\",2017/12/4
KMHTN,ADM70,"Park City 14",2.1,1.17.3,A16,DTP,A04,DSC,I5-6300U,"\",2017/12/4
XJJ0G,ADM70,"Park City 14",2.1,1.17.3,A16,TPM,A05,DSC,I5-6200U,"\",2017/12/4
2CFNG,ADM70,"Park City 14",2.1,1.17.3,A16,DTP,A04,DSC,I5-6200U,"\",2017/12/4
DN9PC,ADM70,"Park City 14",2.1,1.17.3,A16,TPM,A05,DSC,I5-6300U,"\",2017/12/4
F32RK,ADM70,"Park City 14",2.1,1.17.3,A16,DTP,A04,DSC,I5-6300U,"\",2017/12/4
NR58R,ADM70,"Park City 14",2.1,1.17.3,A16,TPM,A05,DSC,I7-6600U,"\",2017/12/4
62KP1,ADM70,"Park City 14",2.1,1.17.3,A16,DTP,A04,UMA,I7-6600U,"\",2017/12/4
MJJCK,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,TPM,A05,UMA,I3-6100U,"\",2017/12/4
V4RYF,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,DTP,A05,UMA,I3-6100U,"\",2017/12/4
JGMFT,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,TPM,A05,UMA,I5-6200U,"\",2017/12/4
NDV0T,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,DTP,A05,UMA,I5-6200U,"\",2017/12/4
3MCRF,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,TPM,A05,UMA,I5-6300U,"\",2017/12/4
0HX41,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,DTP,A05,DSC,I5-6300U,"\",2017/12/4
GVKV9,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,TPM,A05,DSC,I5-6300U,"\",2017/12/4
WK23X,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,DTP,A05,DSC,I5-6300U,"\",2017/12/4
J1PDD,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,TPM,A05,DSC,I7-6600U,"\",2017/12/4
47MHN,ADM80,"Park City 14""-U ",2.1,1.17.3,A16,DTP,A05,UMA,I7-6600U,"\",2017/12/4
2MMKG,ADP70,"Park City 14""-H",2.1,1.17.3,A16,TPM,A05,UMA,I5-6300HQ,"\",2017/12/4
Y100T,ADP70,"Park City 14""-H",2.1,1.17.3,A16,DTP,A04,UMA,I5-6300HQ,"\",2017/12/4
792TG,ADP70,"Park City 14""-H",2.1,1.17.3,A16,TPM,A05,UMA,I5-6440HQ,"\",2017/12/4
RYRTD,ADP70,"Park City 14""-H",2.1,1.17.3,A16,DTP,A04,DSC,I5-6440HQ,"\",2017/12/4
KP60X,ADP70,"Park City 14""-H",2.1,1.17.3,A16,TPM,A05,DSC,I5-6440HQ,"\",2017/12/4
K20DJ,ADP70,"Park City 14""-H",2.1,1.17.3,A16,DTP,A04,UMA,I5-6440HQ,"\",2017/12/4
476JC,ADP70,"Park City 14""-H",2.1,1.17.3,A16,TPM,A05,UMA,I7-6820HQ,"\",2017/12/4
GYK0T,ADP70,"Park City 14""-H",2.1,1.17.3,A16,DTP,A04,UMA,I7-6820HQ,"\",2017/12/4
CPTX8,ADP80,"Park City 15""-H",2.1,1.17.3,A16,TPM,A07,UMA,I5-6440HQ,"\",2017/12/4
0VTMH,ADP80,"Park City 15""-H",2.1,1.17.3,A16,DTP,A07,DSC,I5-6440H,"\",2017/12/4
N0D6R,ADP80,"Park City 15""-H",2.1,1.17.3,A16,TPM,A07,DSC,I5-6440HQ,"\",2017/12/4
6TR9R,ADP80,"Park City 15""-H",2.1,1.17.3,A16,DTP,A07,DSC,I5-6440H,"\",2017/12/4
N98Y6,ADP80,"Park City 15""-H",2.1,1.17.3,A16,TPM,A07,DSC,I7-6820HQ,"\",2017/12/4
9MTYR,ADP80,"Park City 15""-H",2.1,1.17.3,A16,DTP,A07,DSC,I7-6820H,"\",2017/12/4
K6HJF,ADP80,"Park City 15""-H",2.1,1.17.3,A16,TPM,A06,DSC,I7-6820H,"\",2017/12/4
964WG,ADP80,"Park City 15""-H",2.1,1.17.3,A16,DTP,A06,UMA,I7-6820HVC,"\",2017/12/4
CHM56,ADP80,"Park City 15""-H",2.1,1.17.3,A16,TPM,A07,UMA,I5-6300HQ,"\",2017/12/4
NRND5,ADP80,"Park City 15""-H",2.1,1.17.3,A16,DTP,A07,UMA,I5-6300H,"\",2017/12/4
GPDT3,ADP81,"Park City 15""-P",2.1,1.17.3,A16,TPM,A05,DSC,I5-6300HQ,"\",2017/12/4
HY0XC,ADP81,"Park City 15""-P",2.1,1.17.3,A16,DTP,A05,DSC,I5-6300HQ,"\",2017/12/4
G5FN9,ADP81,"Park City 15""-P",2.1,1.17.3,A16,TPM,A05,DSC,I5-6440HQ,"\",2017/12/4
P5NHC,ADP81,"Park City 15""-P",2.1,1.17.3,A16,DTP,A05,DSC,I5-6440H,"\",2017/12/4
CC27G,ADP81,"Park City 15""-P",2.1,1.17.3,A16,TPM,A04,DSC,I7-6820HQ,"\",2017/12/4
TK933,ADP81,"Park City 15""-P",2.1,1.17.3,A16,DTP,A04,DSC,I7-6820H,"\",2017/12/4
