
PXMYG,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I3-8130,,"2019-09-12 10:17:40"
PYFV6,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,DTP,A00-A01,UMA,SI7-6600U,"\","2019-09-30 05:47:57"
PYWVG,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
R07VC,ZAM60,"Houston 12(E6)",2.3,A15,A12,DTP,A05,"\",I3-4030,DOCK,2017/8/3
R0YNP,DAP20,"Whitehaven 17",1.1,1.9.0,,TPM,,Assy,I7-8850H,,"2019-08-23 05:44:17"
R0YRF,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI5-7300U,"\","2019-09-30 05:47:57"
R1VJD,ZBU10,"Goliad MLK 14(UMA/DSC) (E6)",1.9,A16,A13,TPM,A06,UMA,I5-5300U,DOCK,2017/8/15
R20G1,ZAU70,"Crested Butte 13 ",1.1,21.1.1,"\",TPM,A00,"\",5Y71,"\","2019-12-11 14:26:12"
R3XNJ,QXW00,"Korbel 14
(commercial)",1.5,A13,A13,DTP,"\","\","\","\",2016/6/2
R462V,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KTI5-8250U,,"2019-09-12 10:17:40"
R5JPN,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I7-7600,,"2019-09-12 10:17:40"
R5YF6,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A01,UMA,KVI7-7600U,"\","2019-09-30 05:47:57"
R6G6N,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-8350,,"2019-09-12 10:17:40"
R7DWK,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,Assy,XE1505MV5U,,"2019-01-21 17:14:34"
R7FMG,CAP10,"Crane 17",1.2,1.13.0,A01,DTP,A00,"\",I76920,"\","2019-01-21 17:14:34"
R841W,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I5-8250,,"2019-09-12 10:17:40"
R90F8,DAP20,"Whitehaven 17",1.1,1.9.0,,DTP,,Assy,XE-2176M,,"2019-08-23 05:44:17"
R9XP8,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,DTP,A00,UMA,KI7-7820HV,"\","2019-09-24 14:11:17"
RCJYY,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,null,UMA,I5-73,,"2019-09-30 05:47:57"
RD1TX,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,TPM,,MLK,I3,,"2019-08-23 05:47:39"
RD87X,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,DTP,A05,UMA,I5-4210,DOCK,2017/8/3
RFCWJ,CAP10,"Crane 17",1.2,1.13.0,A01,TPM,A00,"\",I76820,"\","2019-01-21 17:14:34"
RFDCG,DAP20,"Whitehaven 17",1.1,1.9.0,,TPM,,Assy,I7-8750H,,"2019-08-23 05:44:17"
RH40R,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",UMA,SVI5-6300U,"\","2019-09-24 14:03:45"
RH5PW,ZAM71,"Houston 14 DSC (E6)",2.3,A15,A15,TPM,A07,DIS,I5-5300U,DOCK,2017/8/3
RM0C3,QAR00,"VANS 15
(commercial)",1.9,A10,A10,TPM,"\","\","\","\",2016/6/2
RMD5P,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-8350U,,"2019-09-12 10:17:40"
RNCY5,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,VI5-8350U,,"2019-09-12 10:17:40"
RR5H9,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",UMA,KI5-7200U,"\","2019-09-24 14:03:45"
RTF1Y,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,DTP,,DIS,I9-8950,,"2019-06-06 11:03:44"
RTYR2,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,DTP,A00-A01,DSC,I7-7820,"\","2019-06-09 05:43:57"
RVJDV,CAZ40,"Kirkwood 12"" ",1.5,1.16.0,A07,DTP,A00,UMA,I5-7300U,"\","2019-06-07 22:12:35"
RVTF6,ZAU50,"Testarossa  ",1.3,A10,A10,DTP,A00,"\",I7-4712,"\",2017/9/27
RWYMN,VAR00,Mariner(consumer),2.1,A20,A16,,"\","\","\","\",2017/9/27
RY08D,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",DIS,KI5-7200U,"\","2019-09-24 14:03:45"
RYMM1,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",I76920,"\","2019-01-21 17:14:34"
RYRTD,ADP70,"Park City 14""-H",2.1,1.21.6,A16,DTP,A04,DSC,I5-6440HQ,"\","2019-11-29 14:54:25"
T06T4,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,UMA,VI5-8350U,null,"2019-08-21 09:41:32"
T0V7J,AAZ50,"Beaver Creek 12",2.2,1.20.3,A07,TPM,A08,UMA,I7-6600U,"\","2019-05-24 17:38:16"
T0VJ3,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI5-8350U,,"2019-09-12 10:17:40"
T30H8,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I7-8650UV,,"2019-08-21 09:41:32"
T37MJ,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,TPM,,MLK,I5,,"2019-08-23 05:47:39"
T3TYX,DDP70,"Breckenridge 14H MLK",1.0,1.9.0,,DTP,,DIS,VI5-8400H,,"2019-08-21 09:43:33"
T46Y8,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,null,TPM,null,UMA,I7-8650,,"2019-09-12 10:17:40"
T47PF,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I3-8130U,,"2019-08-21 09:41:32"
T49P1,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,DTP,A00,UMA,KI5-7300H,"\","2019-09-24 14:11:17"
T4R3X,CAZ40,"Kirkwood 12"" ",1.5,1.16.0,A07,TPM,A00,UMA,I5-7300U,"\","2019-06-07 22:12:35"
T64M2,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-7300U,,"2019-09-12 10:17:40"
T6C3C,DAZ30,"SB 13 MLK",1.0,1.11.0,,DTP,,UMA,I5-7200,,"2019-09-12 10:17:40"
T6C64,DAP20,"Whitehaven 17",1.1,1.9.0,,DTP,,Assy,XE-2186M,,"2019-08-23 05:44:17"
T6H7V,AAPB0,"Miramar 17",2,1.16.3,A17,DTP,A00-A02,DSC,E3-1545,"\","2019-02-26 17:40:11"
T73CF,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,DTP,,DIS,I5-8300H,,"2019-08-21 09:43:33"
T73T5,AAU30,"Celtic 13",1.8,1.16.4,A12,TPM,A00,UMA,6Y54,"\","2019-06-19 17:55:28"
T76TN,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,TPM,,DIS,IE-2176M,,"2019-08-21 09:43:33"
T77CH,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I3-7130,,"2019-09-12 10:17:40"
T78NH,ADM60,"Park City 12",2.1,1.21.6,A16,TPM,A05,UMA,I7-6600U,"\","2019-11-29 14:35:07"
T7G96,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,TPM,A00-A01,UMA,KI5-7440HV,"\","2019-09-24 14:11:17"
T7J95,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,"\",I5-4300U,DOCK,2017/8/3
T7R6H,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
T8D02,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,A00,UMA,I5-72U,,"2019-09-24 14:03:45"
T8RNM,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,TPM,"\",UMA,I5-7200U,"\","2019-01-09 09:20:50"
T99Y8,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,null,UMA,I7-76,,"2019-09-30 05:47:57"
T9F7G,AAE00,"Bold Peak II",1.6,21.1.1,A12,DTP,A01,UMA,M5VPR,"\","2019-12-10 09:01:42"
T9M2F,QAL81,"Dalmore- 14
(commercial)",1.6,A16,A16,DTP,"\",DIS,"\","\",2016/6/2
TDF18,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,DTP,A00-A01,UMA,KI5-7300U,"\","2019-09-30 05:47:57"
TF0N9,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00-A01,UMA,I5-73U,,"2019-09-24 14:03:45"
TFVF9,ZBU10,"Goliad MLK 14(UMA/DSC) (E6)",1.9,A16,A13,TPM,A06,UMA,I5-5200U,DOCK,2017/8/15
TGTM2,DDA30,"KW 13 MLK",1.0,1.10.0,null,TPM,null,UMA,I7-8650U,,"2019-06-05 14:43:13"
THJ55,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,DTP,A05,"\",I5-4310,DOCK,2017/8/3
THP1N,VAQ10,"Diesel 15 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
TJ6JG,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,DTP,A00,UMA,I5-4300,"\",2017/8/29
TJD7V,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-7300,,"2019-09-12 10:17:40"
TK933,ADP81,"Park City 15""-P",2.1,1.21.6,A16,DTP,A04,DSC,I7-6820H,"\","2019-11-29 14:54:25"
TKGT3,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,DTP,null,UMA,I3-8130U,"\","2019-08-21 09:41:32"
TM8VP,DAM01,"Berlinetta P CFL",1.0,1.12.0,,DTP,,UMA,I5-8300H,,"2019-06-03 14:11:08"
TMN2V,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",I7-7920,"\","2019-01-21 17:14:34"
TMV2W,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
TP5K0,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
TPHC4,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,TPM,A06,UMA,I7-5600U,DOCK,"2019-12-10 08:57:43"
TPVW4,QAL91,"Dalmore- 14 ATG
(commercial)",1.6,A16,A16,DTP,"\",DIS,"\","\",2016/6/2
TPY66,CAJ00,ASPEN(Commercial),1.0,1.7.7,A01,TPM,"\",UMA,"\","\","2019-11-04 08:46:30"
TR16P,DDA30,"KW 13 MLK",1.0,1.10.0,null,DTP,null,UMA,I5-8250U,,"2019-06-05 14:43:13"
TRCDC,DDP70,"Breckenridge 14H MLK",1.0,1.9.0,,TPM,,DIS,VI7-8850H,,"2019-08-21 09:43:33"
TRRYH,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,TPM,A01-A04,DSC,I5-6440,"\","2019-12-16 08:10:46"
TRV54,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,null,UMA,I7-76,,"2019-09-30 05:47:57"
TRWNX,ZAU70,"Crested Butte 13 ",1.1,21.1.1,"\",TPM,A00,"\",5Y71,"\","2019-12-11 14:26:12"
TTRPW,ZAL50,"Marble Falls 14 UMA BDW (B6)",1.4,A10,A10,,A01,"\",I5-5300U,"\",2016/7/15
TVCVW,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A01,UMA,KVI5-7300U,"\","2019-09-30 05:47:57"
TW03F,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
TW82J,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-8250,,"2019-09-12 10:17:40"
TXW4N,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",I5-7440,"\","2019-01-21 17:14:34"
TXW71,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",DSC,I5-4200U,"\","2019-12-10 08:55:16"
TY1XH,VAR00,Mariner(consumer),2.1,A20,A16,,"\","\","\","\",2017/9/27
TYWFR,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",I7-7920,"\","2019-01-21 17:14:34"
V05J5,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I3-8130,,"2019-09-12 10:17:40"
V0P2N,DDA30,"KW 13 MLK",1.0,1.10.0,null,DTP,null,UMA,I5-8350U,,"2019-06-05 14:43:13"
V1GN1,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",DIS,SVI7-6600U,"\","2019-09-24 14:03:45"
V1NFD,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4310,"\",2017/8/29
V20K6,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI5-7300U,"\","2019-09-30 05:47:57"
V2C2Y,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
V2N4V,AAZ60,"Beaver Creek 14",2.2,1.20.3,A07,TPM,A06,UMA,I3-6100U,"\","2019-04-19 19:38:15"
V37N1,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I5-72,,"2019-09-30 05:47:57"
V3DD4,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,TPM,,DIS,I5-8400HV,,"2019-08-21 09:43:33"
V490F,DAP20,"Whitehaven 17",1.1,1.9.0,,TPM,,Assy,I5-8400H,,"2019-08-23 05:44:17"
V4RYF,ADM80,"Park City 14""-U ",2.1,1.21.6,A16,DTP,A05,UMA,I3-6100U,"\","2019-11-29 14:35:07"
V5VHK,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",UMA,I5-4300U,"\","2019-12-10 08:55:16"
V6V32,CDM80,"Breckenridge 15 U(Commercial),",1.5,1.16.0,A05,TPM,A00-A01,UMA,SI5-6300UV,"\","2019-09-24 14:03:45"
V7TG8,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,UMA,I3-5010U,DOCK,2017/8/3
V82HM,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,TPM,A05,UMA,I3-5010U,DOCK,2017/8/3
V8M53,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I3-8130U,,"2019-09-12 10:17:40"
V919M,AAU00,"Testarossa-P MLK(Commercial)",1.3,A10,A10,TPM,"\","\","\","\",2017/7/24
V9RF2,AAPB0,"Miramar 17",2.1,1.16.3,A17,DTP,A00-A02,DSC,I5-6300HQ,"\","2019-02-26 17:40:11"
VC3XG,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
VC7PD,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I7-66,,"2019-09-30 05:47:57"
VCHJG,AAJA0,Jayton(PAD),1.5,"1.5.5
",A09,TPM,A03,UMA,M5,"\","2019-11-28 19:02:51"
VCHYK,VAR10,"Diesel 17 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
VD2G7,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,TPM,A00,UMA,KVI7-7820H,"\","2019-09-24 14:11:17"
VD6TR,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",DIS,SVI7-6600U,"\","2019-09-24 14:03:45"
VDJMX,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,TPM,,DIS,I7-8850,,"2019-06-06 11:03:44"
VF4YX,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,TPM,A00-A01,UMA,I3-71U,,"2019-09-24 14:03:45"
VH0D7,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
VH2K9,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I5-8350UV,,"2019-08-21 09:41:32"
VJF9H,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I5-8350,,"2019-08-21 09:41:32"
VJGGC,QALA1,"Dalmore- 15
(commercial)",1.4,A13,A13,DTP,"\",DIS,"\","\",2016/6/2
VJXDP,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I3-8130,,"2019-09-12 10:17:40"
VK0WN,AAPB0,"Miramar 17",2.1,1.16.3,A17,TPM,A00-A01,DSC,E3-1575MV5,"\","2019-02-26 17:40:11"
VN7NP,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,DTP,A06,UMA,I7-5600U,DOCK,"2019-12-10 08:57:43"
VNKRJ,AAZ60,"Beaver Creek 14",2.2,1.20.3,A07,TPM,A06,UMA,I7-6600U,"\","2019-04-19 19:38:15"
VNRG8,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
VPH0Y,VALA0,"Salado 15 DSC(commercial)",1.9,A21,A17,TPM,"\","\","\","\",2017/9/25
VR8G8,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,DTP,A06,UMA,I5-5200U,"NO DOCK","2019-12-10 08:57:43"
VT64T,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I5-8250U,,"2019-08-21 09:41:32"
VTFRD,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,TI5-7200U,"\","2019-09-30 05:47:57"
VVT4M,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
VVWNX,CAJ00,ASPEN(Commercial),1.0,1.7.7,A01,TPM,"\",UMA,"\","\","2019-11-04 08:46:30"
VWF74,CAZ40,"Kirkwood 12"" ",1.5,1.16.0,A07,TPM,A00,UMA,I5-7200U,"\","2019-06-07 22:12:35"
VWH3D,CDP81,"Breckenriger 15P",1.5,1.16.0,A05,DTP,A01,"\",KI7-7820HVT,"\","2019-09-24 14:11:17"
VWNW8,VALA0,"Salado 15 DSC(commercial)",1.9,A21,A17,TPM,"\","\","\","\",2017/9/25
VX81J,DAP10,"Whitehaven 15",1.1,1.9.0,,TPM,,Assy,XE-2186M,,"2019-08-23 05:44:17"
VXWY2,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",UMA,SI5-6200U,"\","2019-09-24 14:03:45"
W09T1,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
W0JJV,QAL90,"Dalmore- 14 ATG
(commercial)",1.6,A16,A16,DTP,"\",UMA,"\","\",2016/6/2
W0R2D,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,A00,UMA,I5-72U,,"2019-09-24 14:03:45"
W0TK5,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
W1D2D,AAJA0,Jayton(PAD),1.5,"1.5.5
",A09,TPM,A03,UMA,M7,"\","2019-11-28 19:02:51"
W1GYK,BAJ00,"Pebble Creek",1.4,1.4.3,A01,TPM,A01,UMA,I5V,"\","2019-02-19 17:04:18"
W1TD8,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,TPM,null,UMA,VI7-8650U,"\","2019-08-21 09:41:32"
W37NX,QALA0,"Dalmore- 15
(commercial)",1.4,A13,A13,TPM,"\",UMA,"\","\",2016/6/2
W3JJX,QAL90,"Dalmore- 14 ATG
(commercial)",1.6,A16,A16,DTP,"\",UMA,"\","\",2016/6/2
W3RTG,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,KVI7-7600U,"\","2019-09-30 05:47:57"
W49N1,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,TPM,,MLK,I3,,"2019-08-23 05:47:39"
W4CTJ,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,TPM,A05,UMA,I5-5300U,DOCK,2017/8/3
W4DYC,DDA30,"KW 13 MLK",1.0,1.10.0,,DTP,,UMA,I5-8350,,"2019-06-05 14:43:13"
W5G0W,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,TPM,A00-A01,UMA,I5-73U,,"2019-09-24 14:03:45"
W5G22,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,TPM,null,UMA,I3-7130U,"\","2019-08-21 09:41:32"
W5VXR,AAZ50,"Beaver Creek 12",2.2,1.20.3,A07,DTP,A06,UMA,I5-6300U,"\","2019-05-24 17:38:16"
W6XR4,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,TPM,A06,"\",I5-4210,DOCK,2017/8/3
W7PW2,AAPB0,"Miramar 17",2.1,1.16.3,A17,DTP,A00-A02,DSC,I7-6920HQ,"\","2019-02-26 17:40:11"
W7R2C,VAQ10,"Diesel 15 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
W86DG,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",UMA,KVI7-7600U,"\","2019-09-24 14:03:45"
W87R5,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A01,UMA,SI5-6200U,"\","2019-09-30 05:47:57"
W8N6V,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,TPM,,DIS,E-2176M,,"2019-06-06 11:03:44"
WDD00,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-7300,,"2019-09-12 10:17:40"
WF17X,DDM90," Whitetail 14",1.0,21.1.1,,DTP,,UMA,/,,"2019-12-13 15:02:35"
WG7Y9,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I3-8130U,,"2019-09-12 10:17:40"
WH3WG,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
WH96J,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",I7-7700,"\","2019-01-21 17:14:34"
WHPNW,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,TPM,null,UMA,I5-8250U,"\","2019-08-21 09:41:32"
WJWH8,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,DTP,A00,"\",I7-4650,"\",2017/8/14
WK23X,ADM80,"Park City 14""-U ",2.1,1.21.6,A16,DTP,A05,DSC,I5-6300U,"\","2019-11-29 14:35:07"
WK2DM,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
WKG0T,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,DTP,"\","\","\","\",2017/8/14
WMH3D,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",I7-7820,"\","2019-01-21 17:14:34"
WN45T,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
WN63W,DDP80,"Breckenridge 15H MLK",1.0,1.9.0,,DTP,,UMA,I5-8300H,,"2019-08-21 09:43:33"
WN6N4,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,UMA,I5-4310U,DOCK,2017/8/3
WND1Y,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,TPM,,DIS,I5-8300H,,"2019-08-21 09:43:33"
WNW0H,VAQ10,"Diesel 15 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
WR5VJ,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
WR8M1,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI3-8130,,"2019-09-12 10:17:40"
WRNHJ,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,null,UMA,KVI5-7300,,"2019-09-30 05:47:57"
WVDX2,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,TPM,A05-A07,DSC,I7-6820,"\","2019-12-16 08:10:46"
WVJWK,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
WW0WX,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,SI5-6200U,"\","2019-09-30 05:47:57"
WW2YW,CAJ00,ASPEN(Commercial),1.0,1.7.7,A01,DTP,"\",UMA,"\","\","2019-11-04 08:46:30"
WW7T0,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I7-8650U,,"2019-09-12 10:17:40"
WWKNF,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,TPM,A05-A07,DSC,X3-1505,"\","2019-12-16 08:10:46"
WYCHM,QXW00,"Korbel 14
(commercial)",1.5,A13,A13,DTP,"\","\","\","\",2016/6/2
WYDNV,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",I5-7300,"\","2019-01-21 17:14:34"
WYN1T,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4300,"\",2017/8/29
X00PW,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
X0FTD,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A01,UMA,SVI7-6600U,"\","2019-09-30 05:47:57"
X0M92,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",DIS,KVI7-7600U,"\","2019-09-24 14:03:45"
X1DM7,DDP80,"Breckenridge 15H MLK",1.0,1.9.0,,DTP,,DIS,I7-8850HV,,"2019-08-21 09:43:33"
X225X,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I5-8250,,"2019-09-12 10:17:40"
X3DVX,AAPA0,"Miramar 15",2.1,1.16.3,A17,DTP,A00-A01,DSC,XEZ1,"\","2019-02-26 17:40:11"
X3NC8,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",DSC,I3-4030U,"\","2019-12-10 08:55:16"
X41RR,CAM01,"Berlinetta P MLK ",1.5,1.14.3,A08,TPM,A00-A03,DSC,I7-7820,"\","2019-06-09 05:43:57"
X4M31,AAPA0,"Miramar 15",2.1,1.16.3,A17,TPM,A00-A02,DSC,E3-1575MV5,"\","2019-02-26 17:40:11"
X4VXX,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,UMA,I5-5200U,DOCK,2017/8/3
X4WN9,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,UMA,I7-5600U,DOCK,2017/8/3
X50X3,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,null,UMA,I5-72,,"2019-09-30 05:47:57"
X6CPD,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI7-8650U,,"2019-09-12 10:17:40"
X6HH6,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,DTP,"\",UMA,I5-7300U,"\","2019-01-09 09:20:50"
X78C1,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,TPM,,DIS,I9-8950,,"2019-06-06 11:03:44"
X7W2R,DDM60,"Breckenridge 12 MLK",1.0,1.10.1,null,DTP,null,UMA,I3-7130U,"\","2019-08-21 09:41:32"
X7Y92,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,UMA,2981U,DOCK,2017/8/3
X89RF,QALA0,"Dalmore- 15
(commercial)",1.4,A13,A13,DTP,"\",UMA,"\","\",2016/6/2
X8DN1,VAL90,"Salado 14 DSC (commercial)",1.8,A18,A14,TPM,"\",UMA,"\","\",2017/9/25
